省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比,总抚养比（%）,少年儿童抚养比（%）,老年人口抚养比（%）,区域,基层机构占比,基层床位占比,每千老年人床位数,每千老年人医师数,每千老年人护士数,每千老年人诊疗人次,每千老年人出院人数,老龄化压力_基础项,老龄化压力_扩展项,资源保障_基层承接项,资源保障_均衡项
云南,29,2016,22395,593,24234,253555,71460,105966,32.98,684.78003,2754.1201,24460.15,819.44,7.869999900000001,29,187.89999,4.3000002,6.55,72.230003,6.5500002,97.900002,91.599998,92.400002,7.309999900000001,1.77,816.86,4677,1313.85,473.34,8.88,45.21,106.19,5.12,40.0,133.0,35918,0.446440025657473,0.0837547644552951,1889,10730.9386358777,5.421317083600599,1.527902501603592,2.265683130211674,5229.880265127218,174.6546931793885,60.98,2.348816633488166,93.0,3.325,38.71,27.09,11.62,西部,0.9241148799207725,0.2019285756541973,6472.846194313253,1824.2574157308084,2705.1393970799163,6244277.9215488285,208531.05410213658,0.0837547644552951,11.62,0.2019285756541973,93.0
内蒙古,18,2016,22606,600,24002,139236,56996,66445,22.11,381.29999,3599.6699,10340.42,329.48001,8.279999700000001,18,250.37,0.33000001,5.69,76.309998,5.6900001,94.900002,92.800003,93.599998,5.96,0.56999999,327.99,2436,907.16,303.94,5.0,39.39,102.2,2.48,48.0,127.0,56928,0.633825944170772,0.094388720666162,1937,18525.0821018062,5.71576354679803,2.339737274220033,2.727627257799671,4244.835796387521,134.6428571428571,62.81,2.594567149022595,79.0,2.645833333333333,28.6,16.46,12.14,西部,0.941838180151654,0.17811485535350052,6055.557810783116,2478.8314299706576,2889.7809383886643,4497185.433205347,142647.1894020766,0.094388720666162,12.14,0.17811485535350052,79.0
北京,2,2016,8908,112,9773,117041,84276,98082,29.95,1524.25,9429.7305,23204.971,311.89001,7.059999900000001,2,137.99001,0.80000001,5.2,81.529999,5.1999998,96.300003,94.5,98.900002,3.6900001,0.17,310.91,2195,2048.89,467.99,7.98,,86.36,0.44,,172.0,129739,0.8674259681093391,0.117416721817781,5028,29188.0182232346,5.332164009111617,3.839453302961275,4.468428246013668,10571.74077448747,141.6446469248292,,,,,29.23,14.06,15.17,东部,0.9114908421160339,0.037593663758853736,4541.23052199209,3269.9374020335213,3805.6148875866434,9003607.502254877,120634.1351827617,0.117416721817781,15.17,0.037593663758853736,
吉林,14,2016,19589,428,20829,151195,61269,65749,22.33,458.67001,3501.1899,10760.76,368.82999,11.15,14,145.87,0.61000001,5.6,77.519997,5.5999999,96.099998,88.800003,90.099998,6.670000099999999,0.27000001,365.87,2567,956.89,280.02,6.47,40.1,94.26,2.09,47.0,98.0,40940,0.587456174522789,0.108520374809327,3048,13969.9649396182,5.889949357226334,2.38679392286716,2.56131671211531,4191.959485781068,142.5282430853136,54.16,2.350623441396509,51.0,2.085106382978724,30.73,16.54,14.19,东北,0.940467617264391,0.1382320843943252,5427.505542231238,2199.397050609912,2360.217347770506,3862831.74302194,131337.7725940767,0.108520374809327,14.19,0.1382320843943252,51.0
四川,25,2016,76619,744,79513,519205,153601,207633,67.04,1472.35,3238.6399,46424.641,1655.96,7.7399998,25,184.89999,2.73,6.99,76.57,6.9899998,95.199997,94.300003,93.800003,3.9100001,1.15,1647.27,8251,2675.77,784.42,8.12,48.13,76.18,13.2,42.0,82.0,41198,0.5000605987153071,0.136962437191356,2314,9706.568900739301,6.292631196218641,1.861604653981336,2.516458611077445,5626.547206399224,199.6448915282996,28.05,1.582796592561812,40.0,1.952380952380952,42.16,22.69,19.47,西部,0.9636034359161395,0.2542348398031606,4594.421160472591,1359.2081830293437,1837.3348654431393,4108095.1257738913,145766.1645209827,0.136962437191356,19.47,0.2542348398031606,40.0
天津,26,2016,4844,126,5443,65832,35435,36088,12.26,524.78998,5294.21,12003.5,162.10001,7.440000099999999,26,205.99001,0.69999999,5.54,80.339996,5.54,98.199997,89.0,93.800003,7.530000200000001,0.33000001,162.39,1443,827.02,211.76,4.62,61.5,63.12,0.71,84.0,91.0,79716,0.832986832986833,0.113598037712709,4058,25637.0755370755,4.562162162162162,2.455647955647956,2.500900900900901,8318.43381843382,112.5363825363825,1.619999999999997,1.026341463414634,7.0,1.083333333333333,28.63,14.01,14.62,东部,0.8899503950027559,0.10785028557540406,4016.0571907940284,2161.6992732377325,2201.5353004826666,7322691.470667172,99065.42824356577,0.113598037712709,14.62,0.10785028557540406,7.0
宁夏,19,2016,3968,85,4254,36313,15336,18069,5.62,125.05,3730.5,3832.2,106.72,10.74,19,225.97,0.38999999,4.72,75.300003,4.7199998,99.0,95.0,96.5,8.79,0.85000002,105.59,695,251.77,85.59,7.95,33.34,78.79,0.32,39.0,100.0,41382,0.58705035971223,0.0778326861983763,2225,18050.9352517986,5.224892086330935,2.206618705035971,2.599856115107914,5513.956834532374,151.9280575539568,45.45,2.363227354529094,61.0,2.564102564102564,42.36,32.06,10.3,西部,0.9327691584391161,0.08812271087489329,6712.979265567136,2835.0797239759204,3340.314001859736,7084371.751578327,195198.27077113808,0.0778326861983763,10.3,0.08812271087489329,61.0
安徽,1,2016,22271,983,24385,281720,90089,126350,38.82,812.22998,2652.1699,26300.189,897.3200099999999,7.179999799999999,1,205.99001,0.69999999,5.96,76.809998,5.96,92.199997,87.400002,91.900002,4.2199998,0.68000001,891.36,6033,1643.29,550.55,6.73,29.78,63.99,5.86,30.0,69.0,44505,0.526272169733134,0.114664976179499,2259,9154.56655063816,4.669650256920272,1.49327034642798,2.094314603016741,4359.388198242997,147.7473893585281,34.21,2.148757555406313,39.0,2.3,40.85,24.7,16.15,中部,0.9133073610826328,0.20800795115717732,4072.4294483873623,1302.289850119868,1826.4640806607385,3801848.0825554943,128851.36707065738,0.114664976179499,16.15,0.20800795115717732,39.0
山东,21,2016,72904,1891,76997,540994,210806,268379,87.41,1939.1801,3372.7,62162.961,1691.78,8.1599998,21,137.19,0.31,7.05,78.089996,7.0500002,92.800003,92.5,92.300003,4.6900001,0.95999998,1684.2,9973,3354.7,813.19,4.93,42.77,79.55,11.5,47.0,102.0,60187,0.591296500551489,0.116517300872232,2620,8778.91306527625,5.424586383234733,2.113767171362679,2.691055850797152,6233.125538955179,168.8759651057856,36.77999999999999,1.859948562076222,55.0,2.170212765957447,40.04,23.72,16.32,东部,0.946842084756549,0.21257167362299767,4655.605942316762,1814.1230148135232,2309.5762008322276,5349527.917566649,144936.38613459468,0.116517300872232,16.32,0.21257167362299767,55.0
山西,22,2016,40288,455,42204,189689,79147,92112,31.13,467.72,2650.3301,12942.39,430.07999,9.4200001,22,243.87,0.44,5.52,76.709999,5.52,92.800003,88.699997,90.900002,7.48,0.88,425.04,3514,975.76,309.73,7.48,37.9,94.42,3.7,40.0,126.0,34580,0.57256687535572,0.0869621481721126,2439,9757.71200910643,5.398093340922026,2.252333523050654,2.621286283437678,3683.093340922026,120.9561752988048,56.52,2.491292875989446,86.0,3.15,31.67,20.22,11.45,中部,0.9546014595772913,0.19505611817237692,6207.405698210557,2590.015967168739,3014.2841897715257,4235283.302377225,139090.60187820144,0.0869621481721126,11.45,0.19505611817237692,86.0
广东,5,2016,46033,1544,49079,465142,199457,283793,81.91,2550.3501,3812.46,81200.672,1546.88,4.9499998,5,320.16,1.01,4.41,77.639999,4.4099998,95.599998,91.900002,95.5,4.6100001,1.72,1544.86,11908,4193.33,1158.66,5.19,28.51,76.68,6.56,36.0,115.0,70799,0.701461202552906,0.07693226356303,2431,11291.6442727578,3.906130332549547,1.674983204568357,2.383212966073228,6819.001679543165,129.7329526368827,48.17,2.689582602595581,79.0,3.194444444444445,32.33,22.15,10.18,东部,0.9379367957782351,0.14103220091928914,5077.363061531766,2177.218148788845,3097.8068962194,8863643.63107087,168632.69924534785,0.07693226356303,10.18,0.14103220091928914,79.0
广西,6,2016,32020,1650,34253,224471,77826,122602,39.06,727.39001,2557.03,25423.359,860.35999,6.5900002,6,254.25999,6.04,5.95,77.08000200000001,5.9499998,99.199997,90.800003,91.699997,6.599999900000001,3.8599999,858.44,4857,1237.09,475.69,6.75,32.86,58.57,6.22,39.0,86.0,33962,0.492485073090385,0.0969343855249895,2279,9144.945439571751,4.621597694049825,1.602347127856702,2.524233065678402,5234.374922791847,176.7428453778053,25.71,1.782410225197809,47.0,2.205128205128205,45.03,30.97,14.06,西部,0.9348086299010305,0.27709592775904235,4767.758797891576,1653.0224225165384,2604.0636168551973,5399915.514440885,182332.45552708575,0.0969343855249895,14.06,0.27709592775904235,47.0
新疆,28,2016,17124,775,18825,156912,49517,67624,22.0,441.97,4012.8899,10923.03,535.10999,8.29,28,606.7000099999999,4.27,4.26,74.33000200000001,4.2600002,91.900002,86.099998,87.0,14.77,1.72,532.54,2428,962.32,299.05,9.97,61.81,112.73,3.07,63.0,151.0,41196,0.504118616144975,0.0723034961567072,1780,17043.863261944,6.462602965403624,2.039415156507414,2.785172981878089,4498.776771004943,219.332784184514,50.92,1.823814916680149,88.0,2.396825396825397,40.88,33.87,7.01,西部,0.9096414342629482,0.19565106556541245,8938.161097212896,2820.631456170918,3852.058517117396,6222073.634246546,303350.17785190145,0.0723034961567072,7.01,0.19565106556541245,88.0
江苏,15,2016,29099,1059,32117,443060,169889,221168,65.41,2051.9399,4200.21,55194.922,1308.96,7.0900002,15,114.56,0.50999999,7.03,78.239998,7.030000200000001,100.0,96.199997,97.900002,3.53,0.62,1302.75,8381,3359.58,753.25,4.34,40.65,84.11,7.75,47.0,98.0,93748,0.68929721990216,0.135048807427087,2937,11910.2255100823,5.286481326810643,2.027073141629877,2.638921369764945,6585.72031977091,155.4408781768285,43.46,2.069126691266913,51.0,2.085106382978724,37.43,18.87,18.56,东部,0.9060310738861039,0.1749198754119081,3914.496860451596,1500.99299671661,1954.0501097647248,4876548.297789706,115099.77847138798,0.135048807427087,18.56,0.1749198754119081,51.0
江西,16,2016,36784,794,38272,209097,66016,95519,30.17,619.46002,2374.79,21341.17,745.46997,5.5999999,16,224.09,1.1,6.16,76.32,6.1599998,94.699997,87.400002,87.699997,2.8699999,2.4200001,742.05,4496,1090.56,468.18,5.9,31.75,85.12,5.22,32.0,97.0,41780,0.539813167259786,0.0959664039817503,2698,10270.0177935943,4.650733985765124,1.468327402135231,2.124532918149466,4746.701512455516,165.0467081850534,53.37,2.680944881889764,65.0,3.03125,44.55,30.68,13.87,中部,0.9611204013377926,0.2496449016485172,4846.210541190585,1530.043162203368,2213.8298717053976,4946211.711088169,171983.84157068128,0.0959664039817503,13.87,0.2496449016485172,65.0
河北,9,2016,76003,1089,78795,360485,137687,143432,55.51,1111.5699,2710.5801,43494.301,1117.72,9.1000004,9,178.97,0.28,6.36,77.41999799999999,6.3600001,91.699997,90.300003,92.900002,4.059999899999999,2.1400001,1107.12,7375,2024.82,567.79,6.31,36.09,80.4,7.69,36.0,98.0,39239,0.53871186440678,0.109083665338645,2191,8202.75254237288,4.88793220338983,1.866942372881356,1.944840677966102,5897.53233898305,150.1179661016949,44.31,2.227763923524522,62.0,2.722222222222222,41.58,26.14,15.44,东部,0.9645662795862682,0.2133237166595004,4480.902056431161,1711.4774857312716,1782.889007193183,5406430.303450516,137617.27352638994,0.109083665338645,15.44,0.2133237166595004,62.0
河南,10,2016,67174,2223,71271,521546,152056,222123,79.65,1404.83,2594.03,57776.988,1601.8199,8.5200005,10,192.25,1.53,7.11,77.260002,7.110000099999999,89.099998,87.800003,87.900002,3.99,1.7,1593.89,9778,2472.63,794.42,6.11,33.74,98.86,11.2,34.0,110.0,41242,0.4878298220494989,0.100761167956077,2352,7622.96993250153,5.333871957455512,1.555082839026386,2.271660871343833,5908.875843730824,163.0077725506239,65.12,2.930053349140486,76.0,3.235294117647059,44.64,30.07,14.57,中部,0.9425151885058439,0.21474615853635154,5293.578930903829,1543.3354640194975,2254.500337207363,5864239.134570745,161776.38256603075,0.100761167956077,14.57,0.21474615853635154,76.0
浙江,30,2016,29811,420,31546,289870,145017,174523,52.36,1801.1,4603.8398,55521.289,871.2899800000001,6.2199998,30,195.31,0.70999998,5.52,79.209999,5.52,98.699997,96.699997,97.099998,3.9000001,0.5,869.42,6072,2573.55,557.81,5.45,42.46,85.8,2.46,67.0,122.0,79781,0.677206851119895,0.116354551472315,2355,11485.9354413702,4.773880105401845,2.388290513833992,2.874225955204216,9143.822299077736,143.1851119894598,43.34,2.020725388601036,55.0,1.82089552238806,32.6,17.17,15.43,东部,0.9450009509922018,0.08486562942008487,4102.873540394099,2052.5974133485047,2470.2307892855397,7858585.833879808,123059.31326075266,0.116354551472315,15.43,0.08486562942008487,55.0
海南,8,2016,4805,119,5144,40324,16271,26495,7.46,150.47,3306.78,4865.75,110.04,7.280000200000001,8,321.47,0.89999998,6.0,75.870003,6.0,90.400002,87.400002,92.699997,4.4000001,2.8399999,109.91,957,303.28,116.54,7.48,28.15,90.48,0.65,40.0,130.0,43648,0.5673981191222571,0.0824889581709535,2258,14383.2810867294,4.213584117032393,1.700208986415883,2.768547544409613,5084.378265412748,114.8484848484848,62.33000000000001,3.214209591474245,90.0,3.25,38.88,27.43,11.45,东部,0.9340979782270606,0.16119432595972624,5108.058351640214,2061.1352405400735,3356.264408955149,6163707.698763359,139228.91911238362,0.0824889581709535,11.45,0.16119432595972624,90.0
湖北,12,2016,34703,557,36354,360558,117036,174918,49.41,1143.36,3270.5601,35479.078,1197.5699,8.8100004,12,249.92999,0.83999997,6.97,76.400002,6.969999799999999,95.099998,92.0,92.800003,4.630000099999999,1.1799999,1190.84,5885,1924.72,611.23,5.89,45.19,88.05,8.77,46.0,99.0,57550,0.5857264231096011,0.115745990604244,2950,10914.1546304163,6.126728971962617,1.988717077315208,2.972268479184367,6028.730331350892,202.3517417162277,42.86,1.948439920336358,53.0,2.152173913043478,37.09,21.22,15.87,中部,0.9545854651482643,0.24323409825880996,5293.253736028738,1718.1736204712122,2567.92348803431,5208586.750934801,174823.9750334887,0.115745990604244,15.87,0.24323409825880996,53.0
湖南,13,2016,58245,1493,61055,425757,122423,161531,51.55,1111.71,2820.97,26430.84,1400.9301,6.920000099999999,13,238.24001,1.4400001,7.01,76.290001,7.0100002,95.800003,90.0,90.800003,4.5900002,1.3099999,1391.05,6625,1924.47,560.26,6.1,45.26,114.05,10.78,39.0,115.0,47168,0.526943396226415,0.118897225615076,2251,9568.54339622641,6.426520754716981,1.847894339622641,2.438203773584906,3989.560754716981,209.9698113207547,68.78999999999999,2.519885108263367,76.0,2.948717948717949,43.04,26.03,17.01,中部,0.9539759233478011,0.2531960719377485,5405.105730156,1554.1946669177205,2050.681806048589,3355470.0154509833,176597.73828577108,0.118897225615076,17.01,0.2531960719377485,76.0
甘肃,4,2016,25791,1844,28197,134346,42793,50530,18.68,297.35001,2889.1799,13042.06,400.20001,8.489999800000001,4,200.17999,0.44999999,6.18,73.239998,6.1799998,96.400002,93.0,92.599998,7.46,1.45,396.89,2520,754.06,283.95,10.47,38.23,72.48,2.86,36.0,78.0,28583,0.460714285714286,0.0995446265938069,2189,12500.119047619,5.331190476190476,1.698134920634921,2.00515873015873,5175.420634920635,157.4960317460317,34.25000000000001,1.895893277530735,42.0,2.166666666666667,36.87,26.98,9.89,西部,0.9146717735929354,0.21288315245708841,5355.578355770488,1705.9031499150447,2014.3314599398777,5199095.935171874,158216.50764605933,0.0995446265938069,9.89,0.21288315245708841,42.0
福建,3,2016,26190,809,27656,174767,69186,95641,28.82,676.77002,3226.8301,21926.66,535.03998,5.6100001,3,258.79001,0.47,6.2,77.279999,6.1999998,94.5,92.699997,94.900002,4.869999900000001,0.93000001,533.88,4016,1250.07,388.46,4.34,35.81,69.43,3.28,40.0,99.0,75498,0.643924302788845,0.0994949805998645,2438,10645.9163346613,4.351767928286852,1.722758964143426,2.381499003984064,5459.825697211155,132.9382470119522,33.62,1.938843898352416,59.0,2.475,39.36,25.49,13.87,东部,0.9469916112236043,0.1876784518816481,4373.85675342579,1731.5033921879797,2393.587083112922,5487538.832907306,133613.01867737964,0.0994949805998645,13.87,0.1876784518816481,59.0
西藏,27,2016,6546,142,6835,14456,4791,3833,2.92,30.08,3780.9399,1394.2,34.380001,2.97,27,287.09,0.46000001,5.11,70.58000200000001,5.1100001,82.099998,72.300003,69.699997,16.52,3.3199999,28.71,340,124.98,85.54,10.85,30.14,106.47,0.33,29.0,118.0,35743,0.3147058823529411,0.04983865184654,1765,46705.2941176471,4.251764705882353,1.409117647058824,1.127352941176471,4100.588235294118,84.44117647058825,76.33,3.532514930325149,89.0,4.068965517241379,34.36,19.93,14.43,西部,0.957717629846379,0.22827891532927508,8531.058823529407,2827.3590774439267,2262.005289885738,8227727.041895892,169429.0943715615,0.04983865184654,14.43,0.22827891532927508,89.0
贵州,7,2016,26172,597,28017,210279,55371,85993,27.74,479.01001,2472.3701,13844.5,661.9299900000001,5.6100001,7,254.21001,2.1900001,6.93,75.480003,6.929999799999999,93.5,88.400002,89.400002,5.0599999,1.26,654.61,3758,878.93,403.29,7.46,36.88,118.84,4.38,34.0,131.0,32505,0.455561468866418,0.0962393448102958,2005,11342.0968600319,5.595502927088877,1.473416711016498,2.288265034592869,3684.007450771687,174.1910590739755,81.96000000000001,3.22234273318872,97.0,3.852941176470588,46.83,32.7,14.13,西部,0.9341471249598458,0.20829469419200203,5814.153180405136,1530.9920427252018,2377.681434867861,3827963.976722302,180997.7607571372,0.0962393448102958,14.13,0.20829469419200203,97.0
辽宁,17,2016,33931,854,36131,284384,98985,119147,36.57,873.26001,3390.8899,19294.189,692.5700099999999,9.29,17,200.7,0.56999999,6.78,77.760002,6.780000200000001,93.699997,93.199997,94.300003,6.860000099999999,0.80000001,687.53,4327,1484.46,316.59,6.67,40.73,99.53,3.67,35.0,103.0,48083,0.6886988675756879,0.132240645794698,2845,10578.8537092674,6.572313381095447,2.287612664663739,2.753570603189277,4459.022186272244,158.892997457823,58.8,2.443653326786153,68.0,2.942857142857143,31.34,13.97,17.37,东北,0.939110459162492,0.1290508608079217,4969.9646743247795,1729.8861865929102,2082.242253614038,3371899.8871155106,120154.43247645845,0.132240645794698,17.37,0.1290508608079217,68.0
重庆,31,2016,19044,156,19933,190850,51474,77463,24.28,607.39001,3492.1899,14905.67,631.37,7.46,31,263.60001,2.6300001,7.24,77.41999799999999,7.2399998,93.599998,90.300003,92.199997,4.27,1.02,628.03,3110,1064.57,339.75,6.0,44.92,68.7,5.03,36.0,71.0,59130,0.633440514469453,0.139671361502347,3059,12867.5562700965,6.136655948553055,1.655112540192926,2.490771704180064,4792.819935691318,201.9389067524116,23.78,1.529385574354408,35.0,1.972222222222222,41.68,21.89,19.79,西部,0.9554005919831435,0.2635577678805345,4393.63938501447,1185.0049447431743,1783.3088167743035,3431497.970763879,144581.46937231533,0.139671361502347,19.79,0.2635577678805345,35.0
陕西,23,2016,34017,1390,36598,225400,71585,116803,37.26,628.13,3535.6599,18499.82,680.65002,10.4,23,194.25999,0.50999999,6.23,76.550003,6.23,97.5,95.400002,96.0,4.2800002,0.94,675.53,3874,1348.15,391.7,6.95,43.7,80.29,3.63,53.0,107.0,50142,0.5640165203923589,0.10742175298307,3540,11330.3304078472,5.818275684047496,1.847831698502839,3.015049044914817,4775.379452762003,174.3753226639133,36.59,1.837299771167048,54.0,2.018867924528302,36.83,23.21,13.62,西部,0.9294770206022187,0.16104702750665484,5416.291879880674,1720.1652804847292,2806.7397535301798,4445449.194554308,162327.75748073615,0.10742175298307,13.62,0.16104702750665484,54.0
青海,20,2016,5908,180,6291,34749,11757,14364,4.97,93.08000200000001,4043.05,2356.6299,91.18,9.54,20,426.63,0.93000001,6.18,72.360001,6.1799998,89.199997,87.300003,85.900002,7.059999900000001,2.3800001,90.73,582,239.75,111.83,9.32,39.4,161.87,0.52,37.0,198.0,39874,0.5360824742268039,0.0721876879887708,1319,26199.3127147766,5.970618556701031,2.020103092783505,2.468041237113402,4049.192268041237,155.893470790378,122.47,4.108375634517767,161.0,5.351351351351352,36.85,26.2,10.65,西部,0.9391193768876173,0.14964459408903855,8270.965206185567,2798.40392325315,3418.9226804123714,5609256.066867125,215955.76078655972,0.0721876879887708,10.65,0.14964459408903855,161.0
黑龙江,11,2016,18256,1037,20375,220054,72084,85418,29.23,615.66998,3133.4299,11890.82,564.14001,11.89,11,181.02,0.69,6.61,77.82,6.610000099999999,96.5,94.400002,95.300003,6.3899999,1.39,561.23,3463,1190.45,287.45,7.74,36.17,103.35,3.0,41.0,96.0,35128,0.611030898065261,0.119376294158248,2427,12207.1614207335,6.354432572913659,2.081547790932717,2.466589662142651,3433.676003465203,162.0646838001733,67.17999999999999,2.857340337296101,55.0,2.341463414634146,28.19,12.89,15.3,东北,0.896,0.13633017350286747,5323.02717027727,1743.686052252023,2066.2307198721396,2876346.6211419175,135759.5198803345,0.119376294158248,15.3,0.13633017350286747,55.0
上海,24,2017,4574,112,5144,134607,64196,83939,22.78,1457.36,8630.2998,26579.439,391.23001,7.9899998,24,185.06,0.55000001,5.3,81.860001,5.3000002,98.0,97.900002,99.599998,2.02,0.17,390.95,2466,2087.09,449.64,6.81,47.36,94.58,1.64,77.0,131.0,139381,0.890916463909165,0.142590537677797,3498,30606.7315490673,5.458515815085158,2.603244120032441,3.403852392538524,10778.36131386861,158.5360908353609,47.22,1.997043918918919,54.0,1.701298701298701,31.94,13.12,18.82,东部,0.8891912908242613,0.12183616008082788,3828.105219309452,1825.6780305540542,2387.1516637590626,7558959.724398968,111182.75687661344,0.142590537677797,18.82,0.12183616008082788,54.0
